Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",محمد عثمان خليفة,"=""0385544235""","=""9780385544238""",0,3.71,Doubleday Books,Hardcover,226,2018,2018,,2022/03/13,currently-reading,currently-reading (#6),currently-reading,,,,1,,,0,,,,,
11923853,Queen Unseen: My Life with the Greatest Rock Band of the 20th Century,Peter Hince,"Hince, Peter",,"=""1843587483""","=""9781843587484""",4,3.67,John Blake,Hardcover,323,2011,2011,,2022/03/17,"non-fiction, currently-reading","non-fiction (#55), currently-reading (#5)",currently-reading,,,,1,,,0,,,,,
55812605,Hotel Magnifique,Emily J. Taylor,"Taylor, Emily J.",,"=""0593404513""","=""9780593404515""",3,3.86,Razorbill,Hardcover,400,2022,2022,2022/06/05,2022/06/04,,,read,,,,1,,,0,,,,,
53310061,Dial A for Aunties (Aunties #1),Jesse Q. Sutanto,"Sutanto, Jesse Q.",,"=""0593336739""","=""9780593336731""",5,3.78,Berkley,Hardcover,299,2021,2021,2022/06/04,2022/03/13,,,read,,,,1,,,0,,,,,
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,"=""""","=""""",5,4.18,St. Martin's Griffin,Paperback,448,2019,2019,2022/06/03,2022/03/13,,,read,,,,1,,,0,,,,,
55628983,Survive the Night,Riley Sager,"Sager, Riley",,"=""0593183169""","=""9780593183168""",5,3.51,Dutton Books,Hardcover,324,2021,2021,,2022/05/31,,,read,,,,1,,,0,,,,,
53288434,The Lost Apothecary,Sarah Penner,"Penner, Sarah",,"=""0778311015""","=""9780778311010""",0,3.77,Park Row,Hardcover,301,2021,2021,,2022/03/13,currently-reading,currently-reading (#4),currently-reading,,,,1,,,0,,,,,
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",0,4.06,Scholastic Press,Hardcover,398,2010,2010,,2022/05/27,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",4,4.30,Scholastic Press,Hardcover,391,2009,2009,2022/05/27,2022/05/23,,,read,,,,1,,,0,,,,,
55994372,The Paper Palace,Miranda Cowley Heller,"Heller, Miranda Cowley",,"=""""","=""""",4,3.88,Riverhead Books,Hardcover,400,2021,2021,2022/05/25,2022/05/23,,,read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",4,4.32,Scholastic Press,Hardcover,374,2008,2008,2022/05/22,2022/05/18,,,read,,,,1,,,0,,,,,
44779795,"All Our Hidden Gifts (All Our Hidden Gifts, #1)",Caroline O'Donoghue,"O'Donoghue, Caroline",,"=""1536213942""","=""9781536213942""",5,3.98,Walker Books US,Hardcover,384,2021,2021,2022/05/10,2022/05/08,,,read,,,,1,,,0,,,,,
58470539,Quicksand of Memory,Michael J. Malone,"Malone, Michael J.",,"=""""","=""""",3,4.55,,Kindle Edition,300,2021,2021,,2022/05/08,,,read,,,,1,,,0,,,,,
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,"=""0670919985""","=""9780670919987""",4,3.78,Viking,Hardcover,341,2017,2016,,2022/04/26,,,read,,,,1,,,0,,,,,
20949737,Butterflies in November,Auður Ava Ólafsdóttir,"Ólafsdóttir, Auður Ava",Brian FitzGibbon,"=""080212318X""","=""9780802123183""",0,3.37,"Grove Press, Black Cat",Paperback,296,2014,2004,,2022/04/19,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
41830657,Islands of Abandonment,Cal Flyn,"Flyn, Cal",,"=""0008329761""","=""9780008329761""",3,4.23,William Collins,Hardcover,376,2021,2021,2022/04/19,2022/04/18,,,read,,,,1,,,0,,,,,
59797347,"Dopesick: Dealers, Doctors and the Drug Company that Addicted America",Beth Macy,"Macy, Beth",,"=""1803284277""","=""9781803284279""",5,4.09,,Paperback,,2021,2018,2022/03/12,2022/03/06,favorites,favorites (#20),read,,,,1,,,0,,,,,
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",5,3.74,Penguin Books,Paperback,289,2019,2018,2022/04/18,2022/04/12,favorites,favorites (#23),read,,,,1,,,0,,,,,
52376237,The Loop (The Loop Trilogy #1),Ben  Oliver,"Oliver, Ben",,"=""133858930X""","=""9781338589306""",4,3.89,Chicken House,Hardcover,368,2020,2020,2022/04/12,2022/04/10,,,read,,,,1,,,0,,,,,
18966806,"Morning Star (Red Rising Saga, #3)",Pierce Brown,"Brown, Pierce",,"=""0345539842""","=""9780345539847""",0,4.48,Del Rey,Hardcover,524,2016,2016,,2022/04/10,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"Brown, Pierce",,"=""0345539826""","=""9780345539823""",4,4.44,Del Rey,ebook,430,2015,2015,2022/04/10,2022/03/06,,,read,,,,1,,,0,,,,,
41826984,Luckenbooth,Jenni Fagan,"Fagan, Jenni",,"=""0434023310""","=""9780434023318""",5,3.46,William Heinemann,Hardcover,352,2021,2021,2022/04/10,2022/04/04,,,read,,,,1,,,0,,,,,
52379865,For Your Own Good,Samantha  Downing,"Downing, Samantha",,"=""0593100972""","=""9780593100974""",3,3.83,Berkley,Hardcover,373,2021,2021,2022/04/04,2022/04/01,,,read,,,,1,,,0,,,,,
54895727,When the Stars Go Dark,Paula McLain,"McLain, Paula",,"=""0593237897""","=""9780593237892""",0,3.88,Ballantine Books,Hardcover,370,2021,2021,,2022/04/03,to-read,to-read (#173),to-read,,,,0,,,0,,,,,
56852407,Billy Summers,Stephen King,"King, Stephen",,"=""1982173610""","=""9781982173616""",0,4.25,Scribner,Hardcover,515,2021,2021,,2022/04/03,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",0,3.91,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,,2022/04/03,to-read,to-read (#171),to-read,,,,0,,,0,,,,,
43782399,Saint X,Alexis Schaitkin,"Schaitkin, Alexis",,"=""1250219590""","=""9781250219596""",0,3.45,Celadon Books,Hardcover,343,2020,2020,,2022/04/03,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
43263520,The Grace Year,Kim Liggett,"Liggett, Kim",,"=""1250145449""","=""9781250145444""",0,4.15,Wednesday Books,Hardcover,416,2019,2019,,2022/04/03,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
43209291,Akin,Emma Donoghue,"Donoghue, Emma",,"=""""","=""""",0,3.69,"Little, Brown and Company",Hardcover,352,2019,2019,,2022/04/03,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
43811321,Things We Didn't Talk About When I Was a Girl: A Memoir,Jeannie Vanasco,"Vanasco, Jeannie",,"=""1947793454""","=""9781947793453""",0,3.92,Tin House Books,Hardcover,360,2019,2019,,2022/04/03,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
421,The White Album,Joan Didion,"Didion, Joan",,"=""0374532079""","=""9780374532079""",0,4.12,"Farrar, Straus and Giroux",Paperback,224,2009,1979,,2022/04/03,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
17803,After Dark,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0307265838""","=""9780307265838""",0,3.73,Knopf,Hardcover,191,2007,2004,,2022/04/03,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
10357575,1Q84 (1Q84 #1-3),Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",0,3.93,Knopf,Hardcover,925,2011,2009,,2022/04/03,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",0,4.03,Vintage Books,Paperback,296,2000,1987,,2022/04/03,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
13153370,My Policeman,Bethan Roberts,"Roberts, Bethan","Emma Powell, Piers Hampton","=""0701185848""","=""9780701185848""",0,4.06,Chatto  Windus,Hardcover,352,2012,2012,,2022/04/03,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
28960208,On Bowie,Rob Sheffield,"Sheffield, Rob",,"=""0062562703""","=""9780062562708""",0,3.91,Dey Street Books,Hardcover,197,2016,2016,,2022/04/03,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
7515197,Talking to Girls about Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Rob Sheffield,"Sheffield, Rob",,"=""0525951563""","=""9780525951568""",0,3.58,Dutton Books,Hardcover,274,2010,2010,,2022/04/03,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
42505380,The Substitution Order,Martin   Clark,"Clark, Martin",,"=""0525656324""","=""9780525656326""",0,3.90,Knopf Publishing Group,Hardcover,352,2019,2019,,2022/04/03,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
56898262,State of Terror,Hillary Rodham Clinton,"Clinton, Hillary Rodham",Louise Penny,"=""198217367X""","=""9781982173678""",0,4.14,Simon & Schuster,Hardcover,495,2021,2021,,2022/04/03,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
24100285,Space Opera,Catherynne M. Valente,"Valente, Catherynne M.",,"=""1472115074""","=""9781472115072""",0,3.51,Corsair,Hardcover,294,2018,2018,,2022/04/03,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
54468020,Several People Are Typing,Calvin Kasulke,"Kasulke, Calvin",,"=""""","=""""",0,3.69,Doubleday,Kindle Edition,256,2021,2021,,2022/04/03,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
46190,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,"Sheffield, Rob",,"=""1400083028""","=""9781400083022""",5,3.85,Crown Publishing Group (NY),Hardcover,224,2007,2007,2022/04/01,2022/03/17,"non-fiction, favorites","non-fiction (#54), favorites (#22)",read,"Love Is a Mixtape explores the music that made a relationship, through sweet beginnings and bittersweet endings. Rob Sheffield shares endearing anecdotes about his first wife Renée throughout the book, and you can absolutely tell he was and still is in awe of her. It's poignant, funny, heartfelt, and a book that I'm sure a lot of people can relate to. After all, I'm pretty sure we can all remember the songs we listened to during the good and bad times in our lives – I might not have cassettes, but I've sure got the Spotify playlists, still! I had an absolute blast exploring the songs on the mixtapes at the beginning of each chapter as they gave me even more of an insight into the stories Rob tells throughout the book.<br/><br/>All in all, it's a five-star read for me!",,,1,,,0,,,,,
53305127,The Survivors,Jane Harper,"Harper, Jane",,"=""1760981052""","=""9781760981051""",3,3.77,Pan Macmillan,Hardcover,384,2020,2020,2022/03/26,2022/03/01,,,read,,,,1,,,0,,,,,
53414230,Open Water,Caleb Azumah Nelson,"Nelson, Caleb Azumah",,"=""0241448778""","=""9780241448779""",5,4.15,Viking,Hardcover,145,2021,2021,2022/03/20,2022/03/20,,,read,,,,1,,,0,,,,,
45186565,Uncanny Valley: A Memoir,Anna Wiener,"Wiener, Anna",,"=""0374278016""","=""9780374278014""",4,3.66,MCD,Hardcover,281,2020,2020,2022/03/20,2022/03/15,,,read,,,,1,,,0,,,,,
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",0,4.38,Simon & Schuster,Hardcover,538,2019,2019,,2022/03/17,"non-fiction, to-read","non-fiction (#21), to-read (#155)",to-read,,,,0,,,0,,,,,
35181833,"All-American Murder: The Rise and Fall of Aaron Hernandez, the Superstar Whose Life Ended on Murderers' Row",James Patterson,"Patterson, James","Alex Abramovich, Mike Harvkey","=""0316412651""","=""9780316412650""",0,3.85,"Little, Brown and Company",Hardcover,400,2018,2018,,2022/03/17,"non-fiction, to-read","non-fiction (#30), to-read (#154)",to-read,,,,0,,,0,,,,,
36373406,My Life as a Goddess: A Memoir through (Un)Popular Culture,Guy Branum,"Branum, Guy",,"=""1501170228""","=""9781501170225""",0,4.01,Atria Books,Hardcover,288,2018,2018,,2022/03/17,"non-fiction, to-read","non-fiction (#29), to-read (#153)",to-read,,,,0,,,0,,,,,
36589701,The Perfect Predator: A Scientist's Race to Save Her Husband from a Deadly Superbug: A Memoir,Steffanie Strathdee,"Strathdee, Steffanie",Thomas Patterson,"=""""","=""""",0,4.40,Hachette Book Group,Hardcover,337,2019,2019,,2022/03/17,"non-fiction, to-read","non-fiction (#28), to-read (#152)",to-read,,,,0,,,0,,,,,
40595446,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,Sonia Purnell,"Purnell, Sonia",,"=""073522529X""","=""9780735225299""",0,4.12,Viking,Hardcover,352,2019,2019,,2022/03/17,"non-fiction, to-read","non-fiction (#23), to-read (#151)",to-read,,,,0,,,0,,,,,
40163119,Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385521316""","=""9780385521314""",0,4.43,Doubleday,Hardcover,519,2019,2018,,2022/03/17,"non-fiction, to-read","non-fiction (#22), to-read (#150)",to-read,,,,0,,,0,,,,,
43497893,Prognosis: A Memoir of My Brain,Sarah Vallance,"Vallance, Sarah",,"=""1542043026""","=""9781542043021""",0,3.89,Little A,Hardcover,284,2019,2019,,2022/03/17,"non-fiction, to-read","non-fiction (#20), to-read (#149)",to-read,,,,0,,,0,,,,,
44303730,Me,Elton John,"John, Elton",,"=""1250147603""","=""9781250147608""",0,4.31,Henry Holt & Company,Hardcover,374,2019,2019,,2022/03/17,"non-fiction, to-read","non-fiction (#19), to-read (#148)",to-read,,,,0,,,0,,,,,
44767265,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel Maddow,"Maddow, Rachel",,"=""0525575472""","=""9780525575474""",0,4.35,Crown,Hardcover,406,2019,2019,,2022/03/17,"non-fiction, to-read","non-fiction (#18), to-read (#147)",to-read,,,,0,,,0,,,,,
43822665,Embrace Your Weird: Face Your Fears and Unleash Creativity,Felicia Day,"Day, Felicia",,"=""1982113227""","=""9781982113223""",0,3.96,Gallery Books,Paperback,272,2019,2019,,2022/03/17,"non-fiction, to-read","non-fiction (#17), to-read (#146)",to-read,,,,0,,,0,,,,,
38362811,The Witches Are Coming,Lindy West,"West, Lindy",,"=""0316449881""","=""9780316449885""",0,4.14,Hachette Books,Hardcover,260,2019,2019,,2022/03/17,"non-fiction, to-read","non-fiction (#16), to-read (#145)",to-read,,,,0,,,0,,,,,
37570546,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,"Gottlieb, Lori",,"=""1328662055""","=""9781328662057""",0,4.38,Mariner Books,Hardcover,415,2019,2019,,2022/03/17,"non-fiction, to-read","non-fiction (#15), to-read (#144)",to-read,,,,0,,,0,,,,,
41066983,Stay Sexy & Don't Get Murdered: The Definitive How-To Guide,Karen Kilgariff,"Kilgariff, Karen",Georgia Hardstark,"=""1250178959""","=""9781250178954""",0,4.09,Forge Books,Hardcover,300,2019,2019,,2022/03/17,"non-fiction, to-read","non-fiction (#14), to-read (#143)",to-read,,,,0,,,0,,,,,
50772888,No Filter: The Inside Story of Instagram,Sarah Frier,"Frier, Sarah",,"=""1982126809""","=""9781982126803""",0,4.13,Simon & Schuster,Hardcover,352,2020,2020,,2022/03/17,"non-fiction, to-read","non-fiction (#13), to-read (#142)",to-read,,,,0,,,0,,,,,
52838315,Greenlights,Matthew McConaughey,"McConaughey, Matthew",,"=""0593139135""","=""9780593139134""",0,4.21,Crown Publishing Group (NY),Hardcover,308,2020,2020,,2022/03/17,"non-fiction, to-read","non-fiction (#11), to-read (#141)",to-read,,,,0,,,0,,,,,
52686687,"Don't Overthink It: Make Easier Decisions, Stop Second-Guessing, and Bring More Joy to Your Life",Anne Bogel,"Bogel, Anne",,"=""1540901106""","=""9781540901101""",0,3.90,Baker Books,Hardcover,224,2020,2020,,2022/03/17,"non-fiction, to-read","non-fiction (#10), to-read (#140)",to-read,,,,0,,,0,,,,,
55851555,"Clanlands: Whisky, Warfare, and a Scottish Adventure Like No Other",Sam Heughan,"Heughan, Sam","Graham McTavish, Charlotte Reather, Diana Gabaldon","=""""","=""""",0,4.10,Hodder & Stoughton Ltd,Hardcover,297,2020,2020,,2022/03/17,"non-fiction, to-read","non-fiction (#9), to-read (#139)",to-read,,,,0,,,0,,,,,
37534762,Robin,Dave Itzkoff,"Itzkoff, Dave",,"=""1627794247""","=""9781627794244""",0,4.07,Henry Holt and Co.,Hardcover,544,2018,2018,,2022/03/17,"non-fiction, to-read","non-fiction (#32), to-read (#138)",to-read,,,,0,,,0,,,,,
38744839,Becoming,Michelle Obama,"Obama, Michelle",,"=""""","=""""",0,4.49,Crown,ebook,599,2018,2018,,2022/03/17,"non-fiction, to-read","non-fiction (#31), to-read (#137)",to-read,,,,0,,,0,,,,,
35342927,The Monk of Mokha,Dave Eggers,"Eggers, Dave",,"=""1101947314""","=""9781101947319""",0,4.06,Knopf Publishing Group,Hardcover,327,2018,2018,,2022/03/17,"non-fiction, to-read","non-fiction (#33), to-read (#136)",to-read,,,,0,,,0,,,,,
35457359,God Save Texas: A Journey Into the Soul of the Lone Star State,Lawrence Wright,"Wright, Lawrence",,"=""0525520104""","=""9780525520108""",0,4.00,Knopf Publishing Group,Hardcover,368,2018,2018,,2022/03/17,"non-fiction, to-read","non-fiction (#34), to-read (#135)",to-read,,,,0,,,0,,,,,
36205015,"The Space Barons: Elon Musk, Jeff Bezos, and the Quest to Colonize the Cosmos",Christian Davenport,"Davenport, Christian",,"=""1610398297""","=""9781610398299""",0,4.13,PublicAffairs,Hardcover,320,2018,2018,,2022/03/17,"non-fiction, to-read","non-fiction (#35), to-read (#134)",to-read,,,,0,,,0,,,,,
31869108,Inferior: How Science Got Women Wrong—and the New Research That's Rewriting the Story,Angela Saini,"Saini, Angela",,"=""0807071706""","=""9780807071700""",0,4.07,Beacon Press,Hardcover,200,2017,2017,,2022/03/17,"non-fiction, to-read","non-fiction (#39), to-read (#133)",to-read,,,,0,,,0,,,,,
31409135,The Radium Girls: The Dark Story of America's Shining Women,Kate  Moore,"Moore, Kate",,"=""149264935X""","=""9781492649359""",0,4.14,Sourcebooks,Hardcover,479,2017,2017,,2022/03/17,"non-fiction, to-read","non-fiction (#37), to-read (#132)",to-read,,,,0,,,0,,,,,
31371728,My Lovely Wife in the Psych Ward,Mark Lukach,"Lukach, Mark",,"=""006242291X""","=""9780062422910""",0,4.09,Harper Wave,Hardcover,305,2017,2017,,2022/03/17,"non-fiction, to-read","non-fiction (#36), to-read (#131)",to-read,,,,0,,,0,,,,,
30199426,Get Well Soon: History's Worst Plagues and the Heroes Who Fought Them,Jennifer   Wright,"Wright, Jennifer",,"=""1627797467""","=""9781627797467""",0,4.25,Henry Holt and Co.,Hardcover,336,2017,2017,,2022/03/17,"non-fiction, to-read","non-fiction (#38), to-read (#130)",to-read,,,,0,,,0,,,,,
28116739,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0374227764""","=""9780374227760""",0,3.87,"Farrar, Straus and Giroux",Hardcover,257,2016,2016,,2022/03/17,"non-fiction, to-read","non-fiction (#40), to-read (#129)",to-read,,,,0,,,0,,,,,
25937937,A Mother's Reckoning: Living in the Aftermath of Tragedy,Sue Klebold,"Klebold, Sue",,"=""1101902752""","=""9781101902752""",0,4.12,Crown,Hardcover,305,2016,2016,,2022/03/17,"non-fiction, to-read","non-fiction (#42), to-read (#128)",to-read,,,,0,,,0,,,,,
26030711,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nathalia Holt,"Holt, Nathalia",,"=""0316338923""","=""9780316338929""",0,3.88,"Little, Brown and Company",Hardcover,338,2016,2016,,2022/03/17,"non-fiction, to-read","non-fiction (#44), to-read (#127)",to-read,,,,0,,,0,,,,,
21094391,The Romanovs: 1613-1918,Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0297852663""","=""9780297852667""",0,3.96,W&N,Hardcover,784,2016,2016,,2022/03/17,"non-fiction, to-read","non-fiction (#43), to-read (#126)",to-read,,,,0,,,0,,,,,
25953369,Hidden Figures,Margot Lee Shetterly,"Shetterly, Margot Lee",,"=""""","=""""",0,3.96,William Morrow Paperbacks,Paperback,349,2016,2016,,2022/03/17,"non-fiction, to-read","non-fiction (#45), to-read (#125)",to-read,,,,0,,,0,,,,,
24728470,M Train,Patti Smith,"Smith, Patti",,"=""1101875100""","=""9781101875100""",0,3.99,Knopf,Hardcover,256,2015,2015,,2022/03/17,"non-fiction, to-read","non-fiction (#46), to-read (#124)",to-read,,,,0,,,0,,,,,
22693211,Girl in a Band,Kim Gordon,"Gordon, Kim",,"=""0062295896""","=""9780062295897""",0,3.65,Dey Street Books,Hardcover,273,2015,2015,,2022/03/17,"non-fiction, to-read","non-fiction (#47), to-read (#123)",to-read,,,,0,,,0,,,,,
24819449,"The Witches: Salem, 1692",Stacy Schiff,"Schiff, Stacy",,"=""0316200603""","=""9780316200608""",0,3.24,"Little, Brown and Company",Hardcover,498,2015,2015,,2022/03/17,"non-fiction, to-read","non-fiction (#48), to-read (#122)",to-read,,,,0,,,0,,,,,
22537682,"A Kim Jong-Il Production: The Extraordinary True Story of a Kidnapped Filmmaker, His Star Actress, and a Young Dictator's Rise to Power",Paul   Fischer,"Fischer, Paul",,"=""1250054265""","=""9781250054265""",0,4.18,Flatiron Books,Hardcover,353,2015,2015,,2022/03/17,"non-fiction, to-read","non-fiction (#49), to-read (#121)",to-read,,,,0,,,0,,,,,
24972194,On the Move: A Life,Oliver Sacks,"Sacks, Oliver",,"=""0385352549""","=""9780385352543""",0,3.98,Knopf,Hardcover,397,2015,2015,,2022/03/17,"non-fiction, to-read","non-fiction (#50), to-read (#120)",to-read,,,,0,,,0,,,,,
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,"=""0812993012""","=""9780812993011""",0,4.21,Random House,Hardcover,368,2014,2014,,2022/03/17,"non-fiction, to-read","non-fiction (#51), to-read (#119)",to-read,,,,0,,,0,,,,,
16101121,"The World's Strongest Librarian: A Memoir of Tourette's, Faith, Strength, and the Power of Family",Josh Hanagarne,"Hanagarne, Josh",,"=""1592407870""","=""9781592407873""",0,3.80,Avery,Hardcover,291,2013,2013,,2022/03/17,"non-fiction, to-read","non-fiction (#52), to-read (#118)",to-read,,,,0,,,0,,,,,
58082714,The Nineties,Chuck Klosterman,"Klosterman, Chuck",,"=""0735217955""","=""9780735217959""",0,3.95,Penguin Press,Hardcover,370,2022,2022,,2022/03/17,"non-fiction, to-read","non-fiction (#56), to-read (#117)",to-read,,,,0,,,0,,,,,
58085232,Extreme North: A Cultural History,Bernd Brunner,"Brunner, Bernd",Jefferson Chase,"=""0393881008""","=""9780393881004""",0,3.26,W. W. Norton & Company,Hardcover,256,2022,2022,,2022/03/17,"non-fiction, to-read","non-fiction (#57), to-read (#116)",to-read,,,,0,,,0,,,,,
56269214,Funny Farm: My Unexpected Life with 600 Rescue Animals,Laurie Zaleski,"Zaleski, Laurie",,"=""1250272831""","=""9781250272836""",0,4.31,St. Martin's Press,Hardcover,256,2022,2022,,2022/03/17,"non-fiction, to-read","non-fiction (#58), to-read (#115)",to-read,,,,0,,,0,,,,,
58925007,Secrets of the Sprakkar: Iceland's Extraordinary Women and How They Are Changing the World,Eliza  Reid,"Reid, Eliza",,"=""1728242169""","=""9781728242163""",0,3.92,Sourcebooks,Hardcover,288,2022,2022,,2022/03/17,"non-fiction, to-read","non-fiction (#59), to-read (#114)",to-read,,,,0,,,0,,,,,
23848194,It Ended Badly: Thirteen of the Worst Breakups in History,Jennifer   Wright,"Wright, Jennifer",,"=""1627792864""","=""9781627792868""",0,3.75,Henry Holt and Co.,Hardcover,240,2015,2015,,2022/03/17,"non-fiction, to-read","non-fiction (#60), to-read (#113)",to-read,,,,0,,,0,,,,,
50743767,Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad,"Jaouad, Suleika",,"=""0399588582""","=""9780399588587""",0,4.43,Random House,Hardcover,352,2021,2021,,2022/03/17,"non-fiction, to-read","non-fiction (#61), to-read (#112)",to-read,,,,0,,,0,,,,,
32940271,One Night in Miami,Kemp Powers,"Powers, Kemp",,"=""1786820587""","=""9781786820587""",0,4.15,Oberon Books,Paperback,80,2017,2017,,2022/03/17,"non-fiction, to-read","non-fiction (#62), to-read (#111)",to-read,,,,0,,,0,,,,,
23282062,The Year of Living Danishly: My Twelve Months Unearthing the Secrets of the World's Happiest Country,Helen Russell,"Russell, Helen",,"=""184831812X""","=""9781848318120""",0,3.97,Icon Books,Paperback,304,2015,2015,,2022/03/17,"non-fiction, to-read","non-fiction (#63), to-read (#110)",to-read,,,,0,,,0,,,,,
18104725,The Almost Nearly Perfect People: Behind the Myth of the Scandinavian Utopia,Michael Booth,"Booth, Michael",,"=""0224089625""","=""9780224089623""",0,3.86,Jonathan Cape,Paperback,416,2014,2014,,2022/03/17,"non-fiction, to-read","non-fiction (#64), to-read (#109)",to-read,,,,0,,,0,,,,,
57914933,Watching Neighbours Twice a Day...: How ’90s TV (Almost) Prepared Me For Life,Josh Widdicombe,"Widdicombe, Josh",,"=""""","=""""",0,3.96,,Kindle Edition,304,2021,,,2022/03/17,"non-fiction, to-read","non-fiction (#65), to-read (#108)",to-read,,,,0,,,0,,,,,
32073764,Dent's Modern Tribes: The Secret Languages of Britain,Susie Dent,"Dent, Susie",,"=""""","=""""",0,3.60,John Murray,Kindle Edition,337,2016,2016,,2022/03/17,"non-fiction, to-read","non-fiction (#66), to-read (#107)",to-read,,,,0,,,0,,,,,
7856448,Swiss Watching: Inside Europe's Landlocked Island,Diccon Bewes,"Bewes, Diccon",,"=""1857885481""","=""9781857885484""",0,3.87,Nicholas Brealey Publishing,Paperback,310,2010,2010,,2022/03/17,"non-fiction, to-read","non-fiction (#67), to-read (#106)",to-read,,,,0,,,0,,,,,
91724,The Secret Life of Salvador Dalí,Salvador Dalí,"Dalí, Salvador",Haakon Chevalier,"=""0486274543""","=""9780486274546""",0,4.10,Dover Publications,Paperback,432,1993,1942,,2022/03/17,"non-fiction, to-read","non-fiction (#68), to-read (#105)",to-read,,,,0,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",Prottasha Prachurjo Sayed Fayej Ahmed,"=""""","=""""",0,4.39,Vintage,Paperback,512,2015,2011,,2022/03/17,"non-fiction, to-read","non-fiction (#70), to-read (#104)",to-read,,,,0,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2022/03/17,"non-fiction, to-read","non-fiction (#71), to-read (#103)",to-read,,,,0,,,0,,,,,
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,"=""0143036556""","=""9780143036555""",0,3.92,Penguin Books Ltd. (London),Paperback,608,2005,2004,,2022/03/17,"non-fiction, to-read","non-fiction (#72), to-read (#102)",to-read,,,,0,,,0,,,,,
